Name_ID,Name,Sex,Age,Class,Ticket,Joined,Occupation,Boat [Body],Price,Job,Survived,URL,Date_Death,DoB_Clean,Age_F_Code,Age_F,sibsp,parch
9,"ABELSON, Mrs Hannah ",female,28,2,3381,Cherbourg,,10,£24,,1,/titanic-survivor/abelson.html, ,,A,28,1,0
22,"ALDWORTH, Mr Augustus Henry ",male,34,2,248744,Southampton,Chauffeur  ,  ,£13,Servant,0,/titanic-victim/augustus-aldworth.html,4/15/1912,6/30/1877,M,34,0,0
58,"ANDREW, Mr Edgar Samuel ",male,17,2,231945,Southampton,,  ,£11 10s,,0,/titanic-victim/edgar-samuel-andrew.html,4/15/1912,3/28/1895,C,17,0,0
59,"ANDREW, Mr Frank Thomas ",male,25,2,34050,Southampton,Miner  ,  ,£10 10s,,0,/titanic-victim/frank-thomas-andrew.html,4/15/1912,6/30/1885,M,26,0,0
64,"ANGLE, Mr William ",male,32,2,226875,Southampton,Tile Maker  ,  ,£26,,0,/titanic-victim/william-angle.html,4/15/1912,6/30/1881,M,30,1,0
65,"ANGLE, Mrs Florence Agnes ",female,36,2,226875,Southampton,,11,£26,,1,/titanic-survivor/florence-angle.html,8/20/1969,3/8/1876,C,36,1,0
72,"ASHBY, Mr John ",male,57,2,244346,Southampton,,  ,£13,,0,/titanic-victim/john-ashby.html,4/15/1912,6/29/1854,C,57,0,0
111,"BAILEY, Mr Percy ",male,15,2,29108,Southampton,Butcher's Assistant  ,  ,£11 10s,,0,/titanic-victim/percy-andrew-bailey.html,4/15/1912,6/30/1894,M,17,0,0
112,"BAINBRIGGE, Mr Charles Robert ",male,,2,31030,Southampton,Horse Trainer  ,  ,£10 10s,,0,/titanic-victim/charles-robert-bainbrigge.html,4/15/1912,10/19/1889,C,22,0,0
116,"BALLS, Mrs Ada E. ",female,36,2,28551,Southampton,,10,£13,,1,/titanic-survivor/ada-ball.html,10/1/1967,5/9/1875,C,36,0,0
118,"BANFIELD, Mr Frederick James ",male,,2,34068,Southampton,Miner  ,  ,£10 10s,,0,/titanic-victim/frederick-james-banfield.html,4/15/1912,2/29/1884,C,28,0,0
144,"BATEMAN, Revd Robert James ",male,51,2,1166,Southampton,Priest / Minister  , [174],£12 10s 6d,,0,/titanic-victim/robert-james-bateman.html,4/15/1912,10/14/1859,C,52,0,0
152,"BEANE, Mr Edward ",male,32,2,2908,Southampton,,13,£26,,1,/titanic-survivor/edward-beane.html,10/24/1948,11/19/1879,C,32,1,0
153,"BEANE, Mrs Ethel ",female,,2,2908,Southampton,,13,£26,,1,/titanic-survivor/ethel-beane.html,9/17/1983,11/15/1889,C,22,1,0
157,"BEAUCHAMP, Mr Henry James ",male,28,2,244358,Southampton,Club Head Steward  ,  ,£26,,0,/titanic-victim/henry-james-beauchamp.html,4/15/1912,6/30/1868,M,43,0,0
159,"BECKER, Master Richard F. ",male,1,2,230136,Southampton,,11,£39,,1,/titanic-survivor/richard-becker.html,9/6/1975,6/26/1910,C,1,2,1
160,"BECKER, Miss Marion Louise ",female,4,2,230136,Southampton,,11,£39,,1,/titanic-survivor/marion-louise-becker.html,2/15/1944,12/28/1907,C,4,2,1
161,"BECKER, Miss Ruth Elizabeth ",female,12,2,230136,Southampton,,13,£39,,1,/titanic-survivor/ruth-elizabeth-becker.html,7/6/1990,10/28/1899,C,12,2,1
162,"BECKER, Mrs Nellie E. ",female,35,2,230136,Southampton,,11,£39,,1,/titanic-survivor/nellie-becker.html,2/15/1961,6/19/1876,C,35,0,3
168,"BEESLEY, Mr Lawrence ",male,34,2,248698,Southampton,Teacher  ,13,£13,,1,/titanic-survivor/lawrence-beesley.html,2/14/1967,12/31/1877,C,34,0,0
176,"BENTHAM, Miss Lillian W. ",female,,2,28404,Southampton,,12,£13,,1,/titanic-survivor/lillian-bentham.html,12/15/1977,7/23/1892,C,19,0,0
180,"BERRIMAN, Mr William John ",male,23,2,28425,Southampton,,  ,£13,,0,/titanic-victim/william-john-berriman.html,4/15/1912,6/30/1889,M,22,0,0
225,"BOTSFORD, Mr William Hull ",male,25,2,237670,Southampton,,  ,£13,,0,/titanic-victim/william-hull-botsford.html,4/15/1912,11/23/1886,C,25,0,0
236,"BOWENUR, Mr Solomon ",male,42,2,211535,Southampton,Merchant  ,  ,£13,,0,/titanic-victim/solomon-bowenur.html,4/15/1912,,A,42,0,0
242,"BRACKEN, Mr James Hollen ",male,29,2,220367,Southampton,Stockman  ,  ,£13,,0,/titanic-victim/james-bracken.html,4/15/1912,9/8/1881,C,30,0,0
264,"BRITO, Mr José Joaquim de ",male,32,2,244360,Southampton,,  ,£13,,0,/titanic-victim/jose-joaquim-de-brito.html,4/15/1912,,A,32,0,0
271,"BROWN, Miss Amelia Mary ",female,18,2,248733,Southampton,Cook (Personal)  ,11,£13,Servant,1,/titanic-survivor/mildred-brown.html,6/30/1976,8/18/1893,C,18,0,0
272,"BROWN, Miss Edith Eileen ",female,15,2,29750,Southampton,Scholar  ,14,£39,,1,/titanic-survivor/edith-haisman.html,1/20/1997,10/27/1896,C,15,0,2
276,"BROWN, Mr Thomas William Solomon ",male,60,2,29750,Southampton,Hotelier  ,  ,£39,,0,/titanic-victim/thomas-william-solomon-brown.html,4/15/1912,6/30/1852,M,59,1,1
279,"BROWN, Mrs Elizabeth Catherine ",female,40,2,29750,Southampton,,14,£39,,1,/titanic-survivor/elizabeth-catherine-brown.html,6/29/1925,6/30/1872,M,39,1,1
281,"BRYHL, Miss Dagmar Jenny Ingeborg ",female,20,2,236853,Southampton,,12,£26,,1,/titanic-survivor/dagmar-bryhl.html, ,9/2/1891,C,20,1,0
282,"BRYHL, Mr Kurt Arnold Gottfrid ",male,25,2,236853,Southampton,,  ,£26,,0,/titanic-victim/kurt-arnold-gottfrid-bryhl.html,4/15/1912,3/2/1887,C,25,1,0
301,"BUSS, Miss Kate ",female,36,2,27849,Southampton,,9,£13,,1,/titanic-survivor/kate-buss.html,7/12/1972,12/28/1875,C,36,0,0
302,"BUTLER, Mr Reginald Fenton ",male,25,2,234686,Southampton,Mechanical Engineer  , [97],£13,,0,/titanic-victim/reginald-fenton-butler.html,4/15/1912,6/30/1886,M,25,0,0
308,"BYLES, Fr Thomas Roussel Davids ",male,42,2,244310,Southampton,Priest / Minister  ,  ,£13,,0,/titanic-victim/fr-byles.html,4/15/1912,2/26/1870,C,42,0,0
310,"BYSTRöM, Mrs Karolina ",female,40,2,236852,Southampton,,  ,£13,,1,/titanic-survivor/karolina-bystrom.html, ,2/11/1872,C,40,0,0
318,"CALDWELL, Master Alden Gates ",male,0.83,2,248738,Southampton,,13,£29,,1,/titanic-survivor/alden-gates-caldwell.html,12/18/1992,6/10/1911,C,1,0,2
319,"CALDWELL, Mr Albert Francis ",male,26,2,248738,Southampton,,13,£29,,1,/titanic-survivor/albert-caldwell.html,3/10/1977,9/8/1885,C,26,1,1
320,"CALDWELL, Mrs Sylvia Mae ",female,28,2,248738,Southampton,,13,£29,,1,/titanic-survivor/sylvia-caldwell.html,1/14/1965,7/23/1883,C,28,1,1
323,"CAMERON, Miss Clear Annie ",female,35,2,13528,Southampton,Personal Maid  ,14,£21,,1,/titanic-survivor/clear-cameron.html,2/2/1962,3/8/1877,C,35,0,0
333,"CARBINES, Mr William ",male,19,2,28424,Southampton,Miner  , [18],£13,,0,/titanic-victim/william-carbines.html,4/15/1912,6/30/1893,M,18,0,0
344,"CARTER, Fr Ernest Courtenay ",male,54,2,244252,Southampton,Priest / Minister  ,  ,£26,,0,/titanic-victim/ernest-courtenay-carter.html,4/15/1912,2/17/1858,C,54,1,0
348,"CARTER, Mrs Lilian ",female,45,2,244252,Southampton,,  ,£26,,0,/titanic-victim/lilian-carter.html,4/15/1912,3/3/1867,C,45,1,0
372,"CHAPMAN, Mr Charles Henry ",male,52,2,248731,Southampton,, [130],£13 10s,,0,/titanic-victim/charles-henry-chapman.html,4/15/1912,,A,52,0,0
373,"CHAPMAN, Mr John Henry ",male,36,2,29037,Southampton,Farmer  , [17],£26,,0,/titanic-victim/john-henry-chapman.html,4/15/1912,6/30/1875,M,36,1,0
375,"CHAPMAN, Mrs Sara Elizabeth ",female,28,2,29037,Southampton,,  ,£26,,0,/titanic-victim/sara-elizabeth-chapman.html,4/15/1912,6/30/1883,M,28,1,0
392,"CHRISTY, Miss Rachel Juli Cohen ",female,25,2,237789,Southampton,,12,£30,,1,/titanic-survivor/rachel-julie-cohen-christy.html,10/30/1931,6/30/1887,M,24,1,1
393,"CHRISTY, Mrs Alice Frances ",female,45,2,237789,Southampton,,12,£30,,1,/titanic-survivor/alice-frances-christy.html,7/7/1939,6/30/1860,M,51,0,2
399,"CLARKE, Mr Charles Valentine ",male,29,2,2003,Southampton,Dairy Worker  ,  ,£26,,0,/titanic-victim/charles-valentine-clarke.html,4/15/1912,2/14/1883,C,29,1,0
401,"CLARKE, Mrs Ada Maria ",female,28,2,2003,Southampton,,14,£27,,1,/titanic-survivor/ada-maria-clarke.html,2/8/1953,6/30/1884,M,27,1,0
413,"COLERIDGE, Mr Reginald Charles ",male,29,2,14263,Southampton,Advertising Consultant  ,  ,£10 10s,,0,/titanic-victim/reginald-charles-coleridge.html,4/15/1912,6/30/1883,M,28,0,0
415,"COLLANDER, Mr Erik Gustaf ",male,,2,248740,Southampton,,  ,£13,,0,/titanic-victim/erik-gustaf-collander.html,4/15/1912,4/19/1884,C,27,0,0
416,"COLLETT, Mr Sidney Clarence Stuart ",male,25,2,28034,Southampton,,9,£10 10s,,1,/titanic-survivor/sidney-clarence-stuart-collett.html,5/8/1941,1/8/1887,C,25,0,0
420,"COLLYER, Miss Marjorie Lottie ",female,8,2,31921,Southampton,,14,£26 5s,,1,/titanic-survivor/marjorie-collyer.html,2/26/1965,1/28/1904,C,8,0,2
421,"COLLYER, Mr Harvey ",male,31,2,31921,Southampton,Grocer  ,  ,£26 5s,,0,/titanic-victim/harvey-collyer.html,4/15/1912,11/26/1880,C,31,1,1
422,"COLLYER, Mrs Charlotte Caroline ",female,31,2,31921,Southampton,,14,£26 5s,,1,/titanic-survivor/charlotte-annie-collyer.html,11/28/1916,10/1/1881,C,30,1,1
436,"COOK, Mrs Selena ",female,,2,14266,Southampton,,14,£10 10s,,1,/titanic-survivor/selena-cook.html,9/12/1964,4/6/1890,C,22,0,0
445,"CORBETT, Mrs Irene ",female,30,2,237249,Southampton,Musician  ,  ,£13,,0,/titanic-victim/irene-corbett.html,4/15/1912,8/6/1881,C,30,0,0
447,"COREY, Mrs Mary Emma ",female,30,2,13534,Southampton,,  ,£21,,0,/titanic-victim/mary-phyllis-elizabeth-corey.html,4/15/1912,8/15/1879,D,32,0,0
452,"COTTERILL, Mr Henry ",male,20,2,29107,Southampton,Carpenter / Joiner  ,  ,£11 10s,,0,/titanic-victim/harry-cotterill.html,4/15/1912,6/30/1891,M,20,0,0
508,"DAVIES, Master John Morgan jr ",male,,2,33112,Southampton,,14,£36 15s,,1,/titanic-survivor/john-morgan-davies.html,12/16/1951,7/31/1903,C,8,1,1
510,"DAVIES, Mr Charles Henry ",male,19,2,14879,Southampton,,  ,£73 10s,,0,/titanic-victim/charles-henry-davies.html,4/15/1912,6/30/1893,M,18,0,0
517,"DAVIES, Mrs Agnes ",female,48,2,33112,Southampton,,14,£36 15s,,1,/titanic-survivor/elizabeth-agnes-mary-davies.html,8/4/1933,11/23/1863,C,48,0,2
518,"DAVIS, Miss Mary Ann Charlotte ",female,,2,237668,Southampton,,13,£13,,1,/titanic-survivor/mary-davis.html,7/29/1987,5/18/1883,C,28,0,0
529,"DEACON, Mr Percy William ",male,18,2,14879,Southampton,Baker  ,  ,£73 10s,,0,/titanic-victim/percy-deacon.html,4/15/1912,6/30/1894,M,17,0,0
537,"DEL CARLO, Mr Sebastiano ",male,29,2,2167,Cherbourg,, [295],£27 14s 5d,,0,/titanic-victim/sebastiano-del-carlo.html,4/15/1912,3/11/1883,C,29,1,0
538,"DEL CARLO, Mrs Argene ",female,24,2,2167,Cherbourg,,11,£27 14s 5d,,1,/titanic-survivor/argene-del-carlo.html,10/8/1970,11/6/1887,C,24,1,0
540,"DENBUOY, Mr Albert Joseph ",male,,2,31029,Southampton,Fruit Farmer  ,  ,£31 10s,,0,/titanic-victim/albert-denbuoy.html,4/15/1912,4/24/1886,C,25,0,0
549,"DIBDEN, Mr William ",male,18,2,14879,Southampton,General Labourer  ,  ,£73 10s,,0,/titanic-victim/william-dibden.html,4/15/1912,10/29/1893,C,18,0,0
567,"DOLING, Miss Elsie ",female,18,2,231919,Southampton,,  ,£23,,1,/titanic-survivor/elsie-doling.html,3/3/1972,10/30/1893,C,18,0,1
568,"DOLING, Mrs Ada Julia Elizabeth ",female,34,2,231919,Southampton,,  ,£23,,1,/titanic-survivor/ada-doling.html,4/11/1962,9/9/1877,C,34,0,1
581,"DOUTON, Mr William Joseph ",male,55,2,28403,Southampton,Quarryman  ,  ,£26,,0,/titanic-victim/william-joseph-douton.html,4/15/1912,12/18/1856,C,55,0,0
586,"DREW, Master Marshall Brines ",male,8,2,28220,Southampton,,10,£32 10s,,1,/titanic-survivor/marshall-brines-drew.html,6/6/1986,3/30/1904,C,8,0,2
587,"DREW, Mr James Vivian ",male,42,2,28220,Southampton,,  ,£32 10s,,0,/titanic-victim/james-vivian-drew.html,4/15/1912,5/4/1869,C,42,1,1
588,"DREW, Mrs Lulu Thorne ",female,34,2,28220,Southampton,,10,£32 10s,,1,/titanic-survivor/lulu-thorne-drew.html,6/2/1970,3/19/1878,C,34,1,1
597,"DURáN I MONé, Sra. Asuncion ",female,27,2,2149,Cherbourg,,12,£13 17s 2d,,1,/titanic-survivor/asuncion-duran-y-more.html, ,,A,27,1,0
598,"DURáN I MONé, Sra. Florentina ",female,30,2,2148,Cherbourg,,12,£13 17s 2d,,1,/titanic-survivor/florentina-duran-y-more.html,10/1/1959,,A,30,1,0
615,"EITEMILLER, Mr George Floyd ",male,25,2,29751,Southampton,,  ,£13,,0,/titanic-victim/george-floyd-eitemiller.html,4/15/1912,11/15/1886,D,25,0,0
625,"ENANDER, Mr Ingvar ",male,21,2,236854,Southampton,,  ,£13,,0,/titanic-victim/ingvar-enander.html,4/15/1912,12/26/1890,C,21,0,0
638,"FAHLSTRøM, Mr Arne Joma ",male,18,2,236171,Southampton,,  ,£13,,0,/titanic-victim/arne-joma-fahlstrom.html,4/15/1912,7/5/1893,C,18,0,0
646,"FAUNTHORPE, Mr Harry Bartram ",male,41,2,2926,Southampton,, [286],£26,,0,/titanic-victim/harry-faunthorpe.html,4/15/1912,6/30/1880,M,31,1,0
653,"FILLBROOK, Mr Joseph Charles ",male,18,2,15185,Southampton,Painter & Decorator  ,  ,£10 10s,,0,/titanic-victim/joseph-charles-fillbrook.html,4/15/1912,6/30/1894,M,17,0,0
694,"FOX, Mr Stanley Harrington ",male,38,2,229236,Southampton,Businessman  , [236],£13,,0,/titanic-victim/stanley-hubert-fox.html,4/15/1912,4/13/1874,C,38,0,0
712,"FUNK, Miss Annie Clemmer ",female,38,2,237671,Southampton,Missionary  ,  ,£13,,0,/titanic-victim/annie-clemmer-funk.html,4/15/1912,4/12/1874,C,38,0,0
715,"FYNNEY, Mr Joseph J. ",male,35,2,239865,Southampton,Rubber Merchant  , [322],£26,,0,/titanic-victim/joseph-fynney.html,4/15/1912,6/30/1876,M,35,0,0
716,"GALE, Mr Harry ",male,38,2,28664,Southampton,Miner  ,  ,£21,,0,/titanic-victim/harry-gale.html,4/15/1912,6/30/1874,M,37,1,0
717,"GALE, Mr Shadrach ",male,33,2,28664,Southampton,Miner  ,  ,£21,,0,/titanic-victim/shadrach-gale.html,4/15/1912,7/17/1878,C,33,1,0
720,"GARSIDE, Miss Ethel ",female,,2,243880,Southampton,,12,£13,,1,/titanic-survivor/ethel-garside.html,3/25/1953,3/13/1873,C,39,0,0
721,"GASKELL, Mr William Alfred ",male,,2,239865,Southampton,Cooper  ,  ,£26,,0,/titanic-victim/alfred-gaskell.html,4/15/1912,6/30/1893,M,18,0,0
723,"GAVEY, Mr Laurence ",male,26,2,31028,Southampton,,  ,£10 10s,,0,/titanic-victim/laurence-gavey.html,4/15/1912,4/9/1886,C,26,0,0
736,"GILBERT, Mr William ",male,47,2,30769,Southampton,,  ,£10 10s,,0,/titanic-victim/william-gilbert.html,4/15/1912,6/30/1865,M,46,0,0
737,"GILES, Mr Edgar ",male,21,2,28133,Southampton,Cab Driver  ,  ,£11 10s,,0,/titanic-victim/edgar-giles.html,4/15/1912,6/30/1893,M,18,1,0
738,"GILES, Mr Frederick Edward ",male,20,2,28134,Southampton,Bus Driver  ,  ,£11 10s,,0,/titanic-victim/frederick-edward-giles.html,4/15/1912,6/30/1891,M,20,1,0
740,"GILES, Mr Ralph ",male,24,2,248726,Southampton,, [297],£13 10s,,0,/titanic-victim/ralph-giles.html,4/15/1912,9/9/1887,C,24,0,0
742,"GILL, Mr John ",male,24,2,233866,Southampton,Chauffeur  , [155],£13,,0,/titanic-victim/john-william-gill.html,4/15/1912,6/30/1888,M,23,0,0
745,"GILLESPIE, Mr William Henry ",male,31,2,12233,Southampton,Clerk  ,  ,£13,,0,/titanic-victim/william-henry-gillespie.html,4/15/1912,10/7/1880,C,31,0,0
747,"GIVARD, Mr Hans Kristensen ",male,30,2,250646,Southampton,, [305],£13,,0,/titanic-victim/hans-kristensen-givard.html,4/15/1912,,A,30,0,0
782,"GREENBERG, Mr Samuel ",male,52,2,250647,Southampton,, [19],£13,,0,/titanic-victim/samuel-greenberg.html,4/15/1912,,A,52,0,0
806,"HALE, Mr Reginald ",male,30,2,250653,Southampton,Gardener  , [75],£13,,0,/titanic-victim/reginald-hale.html,4/15/1912,,A,30,0,0
811,"HäMäLäINEN, Master Viljo Unto Johannes ",male,0.58,2,250649,Southampton,,4,£14 10s,,1,/titanic-survivor/viljo-hamalainen.html, ,8/29/1911,C,1,1,1
812,"HäMäLäINEN, Mrs Anna ",female,23,2,250649,Southampton,,4,£14 10s,,1,/titanic-survivor/anna-hamalainen.html, ,,A,23,0,2
825,"HARBECK, Mr William H. ",male,44,2,248746,Southampton,Cinematographer  , [35],£13,,0,/titanic-victim/william-harbeck.html,4/15/1912,9/15/1866,D,45,0,0
834,"HARPER, Miss Annie Jessie ",female,6,2,248727,Southampton,,11,£33,,1,/titanic-survivor/nina-harper.html,4/10/1986,1/3/1906,C,6,0,1
837,"HARPER, Rev. John ",male,39,2,248727,Southampton,Priest / Minister  ,  ,£33,,0,/titanic-victim/john-harper.html,4/15/1912,5/29/1872,C,39,0,1
845,"HARRIS, Mr George ",male,62,2,752,Southampton,,15,£10 10s,,1,/titanic-survivor/george-harris.html,3/3/1919,3/15/1850,D,62,0,0
847,"HARRIS, Mr Walter ",male,44,2,14208,Southampton,,  ,£10 10s,,0,/titanic-victim/walter-harris.html,4/15/1912,6/30/1867,M,44,0,0
852,"HART, Miss Eva Miriam ",female,7,2,13529,Southampton,,14,£26 5s,,1,/titanic-survivor/eva-hart.html,2/14/1996,1/31/1905,C,7,0,2
853,"HART, Mr Benjamin ",male,47,2,13529,Southampton,Builder  ,  ,£26 5s,,0,/titanic-victim/benjamin-hart.html,4/15/1912,12/25/1864,C,47,1,1
857,"HART, Mrs Esther Ada ",female,48,2,13529,Southampton,,14,£26 5s,,1,/titanic-survivor/esther-hart.html,9/7/1928,5/13/1863,C,48,1,1
889,"HERMAN, Miss Alice ",female,23,2,220845,Southampton,,9,£65,,1,/titanic-survivor/alice-herman.html,3/23/1947,12/6/1887,C,24,1,2
890,"HERMAN, Miss Kate ",female,23,2,220845,Southampton,,9,£65,,1,/titanic-survivor/kate-herman.html,1/18/1983,12/6/1887,C,24,1,2
891,"HERMAN, Mr Samuel ",male,49,2,220845,Southampton,Farmer  ,  ,£65,,0,/titanic-victim/samuel-herman.html,4/15/1912,6/30/1862,M,49,1,2
892,"HERMAN, Mrs Jane ",female,48,2,220845,Southampton,,9,£65,,1,/titanic-survivor/jane-herman.html,1/16/1937,7/15/1861,D,50,1,2
896,"HEWLETT, Mrs Mary Dunbar ",female,56,2,248706,Southampton,,13,£16,,1,/titanic-survivor/mary-dunbar-hewlett.html,5/9/1917,7/8/1855,C,56,0,0
898,"HICKMAN, Mr Leonard Mark ",male,24,2,14879,Southampton,,  ,£73 10s,,0,/titanic-victim/leonard-hickman.html,4/15/1912,9/18/1887,C,24,2,0
899,"HICKMAN, Mr Lewis ",male,30,2,14879,Southampton,, [256],£73 10s,,0,/titanic-victim/lewis-hickman.html,4/15/1912,8/29/1881,C,30,2,0
900,"HICKMAN, Mr Stanley George ",male,20,2,14879,Southampton,,  ,£73 10s,,0,/titanic-victim/stanley-hickman.html,4/15/1912,6/30/1891,M,20,2,0
905,"HILTUNEN, Miss Marta ",female,18,2,250650,Southampton,,  ,£13,,0,/titanic-victim/marta-hiltunen.html,4/15/1912,,A,18,1,1
916,"HOCKING, Miss Ellen ",female,20,2,29105,Southampton,,4,£23,,1,/titanic-survivor/ellen-hocking.html,10/14/1963,11/5/1891,C,20,2,1
917,"HOCKING, Mr Richard George ",male,23,2,29104,Southampton,Baker  ,  ,£11 10s,,0,/titanic-victim/richard-hocking.html,4/15/1912,6/30/1888,M,23,2,1
918,"HOCKING, Mr Samuel James Metcalfe ",male,36,2,242963,Southampton,Painter & Decorator  ,  ,£13,,0,/titanic-victim/samuel-hocking.html,4/15/1912,6/30/1876,M,35,0,0
919,"HOCKING, Mrs Eliza ",female,54,2,29105,Southampton,,4,£23,,1,/titanic-survivor/elizabeth-hocking.html,4/15/1914,4/11/1858,C,54,1,3
921,"HODGES, Mr Henry Price ",male,50,2,250643,Southampton,Musical Instrument Vendor  , [149],£13,,0,/titanic-victim/henry-price-hodges.html,4/15/1912,6/30/1862,M,49,0,0
928,"HOLD, Mr Stephen ",male,44,2,26707,Southampton,Clerk  ,  ,£26,,0,/titanic-victim/stephen-hold.html,4/15/1912,1/24/1868,C,44,1,0
929,"HOLD, Mrs Annie Margaret ",female,29,2,26707,Southampton,,10,£26,,1,/titanic-survivor/annie-margaret-hold.html,3/1/1960,6/30/1883,M,28,1,0
939,"HOOD, Mr Ambrose Jr ",male,21,2,14879,Southampton,,  ,£73 10s,,0,/titanic-victim/ambrose-hood.html,4/15/1912,6/30/1891,M,20,0,0
947,"HOSONO, Mr Masabumi ",male,41,2,237798,Southampton,Civil Servant  ,10,£13,,1,/titanic-survivor/masabumi-hosono.html,3/14/1939,10/15/1870,C,41,0,0
950,"HOWARD, Mr Benjamin ",male,63,2,24065,Southampton,Retired  ,  ,£26,,0,/titanic-victim/benjamin-howard.html,4/15/1912,5/10/1848,C,63,1,0
951,"HOWARD, Mrs Ellen Truelove ",female,61,2,24065,Southampton,,  ,£26,,0,/titanic-victim/ellen-truelove-howard.html,4/15/1912,4/14/1851,C,61,1,0
963,"HUNT, Mr George Henry ",male,33,2,1585,Southampton,Gardener  ,  ,£12 5s 6d,,0,/titanic-victim/george-henry-hunt.html,4/15/1912,1/21/1878,C,34,0,0
975,"ILETT, Miss Bertha ",female,17,2,14885,Southampton,,  ,£10 10s,,1,/titanic-survivor/bertha-ilett.html,9/30/1976,10/12/1894,C,17,0,0
990,"JACOBSOHN, Mr Sidney Samuel ",male,,2,243847,Southampton,Lawyer  ,  ,£27,,0,/titanic-victim/sidney-samuel-jacobsohn.html,4/15/1912,10/23/1869,C,42,1,0
991,"JACOBSOHN, Mrs Amy Frances Christy ",female,,2,243847,Southampton,,12,£27,,1,/titanic-survivor/amy-jacobsohn.html,7/9/1947,4/8/1888,C,24,2,1
1000,"JARVIS, Mr Denzil John ",male,47,2,237565,Southampton,Engineer  ,  ,£15,,0,/titanic-victim/denzil-john-jarvis.html,4/15/1912,6/17/1865,C,46,0,0
1002,"JEFFERYS, Mr Clifford Thomas ",male,24,2,31029,Southampton,Granite Cutter  ,  ,£31 10s,,0,/titanic-victim/clifford-thomas-jefferys.html,4/15/1912,4/8/1888,C,24,2,0
1003,"JEFFERYS, Mr Ernest Wilfred ",male,22,2,31029,Southampton,Granite Cutter  ,  ,£31 10s,,0,/titanic-victim/ernest-wilfred-jefferys.html,4/15/1912,2/24/1891,C,21,2,0
1004,"JENKIN, Mr Stephen Curnow ",male,32,2,33111,Southampton,Miner  ,  ,£10 10s,,0,/titanic-victim/stephen-curnow-jenkin.html,4/15/1912,11/5/1879,C,32,0,0
1011,"JERWAN, Mrs Marie Marthe ",female,23,2,541,Cherbourg,,11,£13 15s 10d,,1,/titanic-survivor/marie-marthe-jerwan.html,9/14/1974,5/28/1888,C,23,0,0
1054,"KANTOR, Mr Sinai ",male,34,2,244367,Southampton,, [283],£26,,0,/titanic-victim/sinai-kantor.html,4/15/1912,,A,34,1,0
1055,"KANTOR, Mrs Miriam ",female,24,2,244367,Southampton,,12,£26,,1,/titanic-survivor/miriam-kantor.html, ,,A,24,1,0
1060,"KARNES, Mrs Claire ",female,28,2,13534,Southampton,,  ,£21,,0,/titanic-victim/claire-karnes.html,4/15/1912,6/15/1889,D,22,0,0
1066,"KEANE, Miss Nora Agnes ",female,46,2,226593,Queenstown,,10,£12 7s,,1,/titanic-survivor/nora-keane.html,12/21/1944,3/30/1866,C,46,0,0
1068,"KEANE, Mr Daniel ",male,35,2,233734,Queenstown,,  ,£12 7s,,0,/titanic-victim/daniel-keane.html,4/15/1912,6/25/1876,C,35,0,0
1081,"KELLY, Mrs Fanny Maria ",female,45,2,223596,Southampton,,9,£13 10s,,1,/titanic-survivor/fannie-kelly.html,3/1/1920,6/30/1863,M,48,0,0
1116,"KIRKLAND, Fr Charles Leonard ",male,52,2,219533,Queenstown,Priest / Minister  ,  ,£12 7s,,0,/titanic-victim/charles-kirkland.html,4/15/1912,,A,52,0,0
1132,"KVILLNER, Mr Johan Henrik Johannesson ",male,31,2,18723,Southampton,Mechanical Engineer  , [165],£10 10s,,0,/titanic-victim/johan-henrik-johannesson-kvillner.html,4/15/1912,4/11/1881,C,31,0,0
1135,"LAHTINEN, Fr William ",male,35,2,250651,Southampton,Priest / Minister  ,  ,£26,,0,/titanic-victim/william-lahtinen.html,4/15/1912,4/23/1876,C,35,1,1
1136,"LAHTINEN, Mrs Anna Amelia ",female,34,2,250651,Southampton,,  ,£26,,0,/titanic-victim/anna-amelia-lahtinen.html,4/15/1912,2/17/1878,C,34,1,1
1142,"LAMB, Mr John J. ",male,30,2,240261,Queenstown,Gentleman  ,  ,£10 14s 2d,,0,/titanic-victim/john-joseph-lamb.html,4/15/1912,2/9/1881,C,31,0,0
1147,"LAROCHE, Miss Louise ",female,1,2,2123,Cherbourg,,14,£41 11s 7d,,1,/titanic-survivor/louise-laroche.html,1/25/1998,7/2/1910,C,1,1,2
1148,"LAROCHE, Miss Simonne Marie Anne Andrée ",female,3,2,2123,Cherbourg,,14,£41 11s 7d,,1,/titanic-survivor/simonne-laroche.html,8/8/1973,2/19/1909,C,3,1,2
1149,"LAROCHE, Mr Joseph Philippe Lemercier ",male,25,2,2123,Cherbourg,Engineer  ,  ,£41 11s 7d,,0,/titanic-victim/joseph-laroche.html,4/15/1912,5/26/1886,C,25,1,2
1150,"LAROCHE, Mrs Juliette Marie Louise ",female,22,2,2123,Cherbourg,,14,£41 11s 7d,,1,/titanic-survivor/juliette-laroche.html,1/10/1980,10/20/1889,C,22,1,2
1169,"LEHMANN, Miss Bertha ",female,17,2,1748,Cherbourg,,12,£12,,1,/titanic-survivor/bertha-lehmann.html,12/5/1967,3/31/1895,C,17,0,0
1171,"LEITCH, Miss Jessie Wills ",female,31,2,248727,Southampton,,11,£33,,1,/titanic-survivor/jessie-leitch.html,2/6/1963,11/8/1880,C,31,0,0
