"Lot_Frontage","Lot_Area","Street","Lot_Shape","Utilities","Neighborhood","Bldg_Type","House_Style","Overall_Cond","Year_Built","Roof_Style","Total_Bsmt_SF","First_Flr_SF","Second_Flr_SF","Gr_Liv_Area","Full_Bath","Half_Bath","Bedroom_AbvGr","TotRms_AbvGrd","Garage_Finish","Garage_Cars","Garage_Area","Pool_Area","Year_Sold","Sale_Type","Sale_Price","Longitude","Latitude"
50,6000,"Pave","Regular","AllPub","Brookside","OneFam","One_and_Half_Fin","Above_Average",1939,"Gable",780,825,587,1412,1,0,4,6,"Unf",1,280,0,2009,"WD ",132500,-93.623515,42.033347
60,6000,"Pave","Regular","AllPub","Brookside","OneFam","One_and_Half_Fin","Average",1924,"Gable",468,822,320,1142,1,0,3,6,"Fin",1,320,0,2009,"WD ",93000,-93.621677,42.033496
50,6000,"Pave","Regular","AllPub","Brookside","OneFam","One_and_Half_Unf","Good",1926,"Gable",884,904,0,904,1,0,2,4,"Unf",1,180,0,2009,"WD ",119000,-93.622443,42.033474
60,6911,"Pave","Regular","AllPub","Brookside","OneFam","One_Story","Average",1924,"Gable",1145,1301,0,1301,1,0,2,5,"Unf",2,440,0,2009,"WD ",100000,-93.624689,42.031395
51,6120,"Pave","Regular","AllPub","Brookside","OneFam","One_and_Half_Fin","Above_Average",1936,"Gable",927,1067,472,1539,1,1,3,5,"Unf",2,576,0,2009,"WD ",141500,-93.623645,42.03252
51,6120,"Pave","Regular","AllPub","Brookside","OneFam","One_and_Half_Fin","Good",1935,"Gable",884,989,584,1573,1,0,3,6,"Unf",1,240,0,2009,"WD ",133000,-93.623644,42.03246
51,6120,"Pave","Regular","AllPub","Brookside","OneFam","One_Story","Fair",1936,"Gable",264,800,0,800,1,0,1,4,"No_Garage",0,0,0,2009,"ConLw",60000,-93.623643,42.032359
51,6120,"Pave","Regular","AllPub","Brookside","OneFam","One_Story","Good",1931,"Gable",715,875,0,875,1,0,2,5,"Unf",1,180,0,2009,"WD ",105000,-93.623629,42.031292
51,6120,"Pave","Regular","AllPub","Brookside","OneFam","One_Story","Above_Average",1925,"Gable",960,995,0,995,1,0,2,5,"Unf",1,264,0,2009,"WD ",115000,-93.622565,42.032375
51,6120,"Pave","Regular","AllPub","Brookside","OneFam","One_and_Half_Fin","Above_Average",1938,"Gable",952,994,588,1582,2,0,3,6,"Unf",1,250,0,2009,"WD ",150000,-93.621351,42.03235
50,8635,"Pave","Regular","AllPub","Brookside","OneFam","One_Story","Average",1925,"Hip",1072,1072,0,1072,1,0,2,5,"Unf",5,1184,0,2009,"WD ",126500,-93.6213592,42.0310861
0,11888,"Pave","Slightly_Irregular","AllPub","Brookside","OneFam","Two_and_Half_Unf","Above_Average",1916,"Gable",844,1445,689,2134,2,0,5,10,"Unf",2,441,0,2009,"WD ",214500,-93.62726,42.030062
60,11414,"Pave","Slightly_Irregular","AllPub","Brookside","OneFam","Two_Story","Very_Good",1910,"Gable",728,1136,883,2019,1,0,3,8,"Unf",2,532,0,2009,"WD ",167500,-93.625362,42.026759
57,8094,"Pave","Regular","AllPub","Old_Town","OneFam","Two_Story","Above_Average",1915,"Gable",1048,1048,720,1768,2,0,3,8,"Unf",2,576,0,2009,"WD ",155000,-93.621525,42.028948
50,2500,"Pave","Regular","AllPub","Old_Town","OneFam","Two_Story","Very_Good",1915,"Gable",910,916,910,1826,1,1,4,7,"Unf",1,164,0,2009,"WD ",155000,-93.621504,42.027854
68,9928,"Pave","Regular","AllPub","Old_Town","OneFam","Two_Story","Very_Good",1915,"Gable",672,1272,672,1944,2,0,3,8,"Unf",1,216,0,2009,"WD ",179900,-93.621506,42.027998
92,5520,"Pave","Regular","AllPub","Old_Town","OneFam","Two_and_Half_Fin","Above_Average",1912,"Gable",755,929,929,2229,1,0,5,8,"No_Garage",0,0,0,2009,"WD ",104000,-93.621635,42.027039
50,3000,"Pave","Regular","AllPub","Old_Town","Duplex","Two_Story","Very_Poor",1922,"Hip",1040,1088,1040,2128,2,0,4,11,"No_Garage",0,0,0,2009,"WD ",62500,-93.621633,42.026956
57,6876,"Pave","Regular","AllPub","Iowa_DOT_and_Rail_Road","OneFam","Two_Story","Average",1927,"Gable",720,1146,784,1930,2,0,4,8,"Unf",1,316,0,2009,"WD ",149000,-93.628299,42.025306
52,6240,"Pave","Regular","AllPub","Iowa_DOT_and_Rail_Road","OneFam","One_and_Half_Fin","Average",1925,"Gable",780,848,0,1208,1,0,2,5,"Unf",2,539,0,2009,"WD ",103000,-93.626716,42.023085
0,5775,"Pave","Moderately_Irregular","AllPub","Old_Town","OneFam","Two_Story","Good",1915,"Gable",483,741,686,1427,1,0,3,7,"Unf",1,379,0,2009,"WD ",123000,-93.621862,42.025796
41,5852,"Pave","Irregular","AllPub","Old_Town","TwoFmCon","Two_and_Half_Unf","Average",1902,"Gable",1020,978,886,1864,2,1,6,9,"No_Garage",0,0,0,2009,"WD ",97500,-93.6217097,42.0260296
60,5160,"Pave","Regular","AllPub","Iowa_DOT_and_Rail_Road","OneFam","One_and_Half_Fin","Above_Average",1927,"Gable",1204,1204,462,1666,1,0,3,4,"Unf",1,384,0,2009,"WD ",135000,-93.6250433,42.0242487
86,5160,"Pave","Regular","AllPub","Iowa_DOT_and_Rail_Road","OneFam","SFoyer","Above_Average",1923,"Hip",858,892,0,892,1,0,1,5,"No_Garage",0,0,0,2009,"COD",70000,-93.625154,42.024143
60,10320,"Pave","Regular","AllPub","Iowa_DOT_and_Rail_Road","TwoFmCon","Two_Story","Good",1915,"Gable",698,754,649,1403,1,1,3,7,"Unf",1,308,0,2009,"WD ",116000,-93.599575,42.022828
50,4280,"Pave","Slightly_Irregular","AllPub","Sawyer","OneFam","One_Story","Excellent",1946,"Gable",560,704,0,704,1,0,2,4,"Unf",1,220,0,2009,"WD ",88750,-93.659205,42.032681
60,10800,"Pave","Regular","AllPub","Edwards","Duplex","One_Story","Average",1987,"Gable",1200,1200,0,1200,3,0,3,5,"No_Garage",0,0,0,2009,"WD ",179000,-93.658207,42.028101
60,10800,"Pave","Regular","AllPub","Edwards","Duplex","One_Story","Average",1987,"Gable",1200,1200,0,1200,3,0,3,5,"No_Garage",0,0,0,2009,"WD ",179000,-93.658173,42.028098
0,10547,"Pave","Slightly_Irregular","AllPub","Edwards","Duplex","SFoyer","Average",1978,"Gable",1152,1152,0,1152,2,0,2,6,"Unf",1,252,0,2009,"WD ",159900,-93.657107,42.028049
0,10020,"Pave","Slightly_Irregular","AllPub","Edwards","OneFam","One_Story","Very_Poor",1922,"Gable",683,904,0,904,0,1,1,4,"No_Garage",0,0,0,2009,"WD ",61000,-93.6601886,42.0269586
54,6629,"Pave","Regular","AllPub","Edwards","OneFam","Two_Story","Above_Average",1925,"Gambrel",672,697,672,1369,2,0,3,6,"Unf",1,300,0,2009,"WD ",103600,-93.657241,42.022825
60,9780,"Pave","Regular","AllPub","Edwards","OneFam","One_and_Half_Fin","Fair",1934,"Gable",585,687,425,1112,2,0,4,6,"Unf",1,226,0,2009,"WD ",63000,-93.658381,42.022978
70,12886,"Pave","Slightly_Irregular","AllPub","Sawyer","OneFam","SLvl","Above_Average",1963,"Gable",520,1464,0,1464,2,0,3,6,"RFn",2,480,0,2009,"WD ",175000,-93.669839,42.033376
80,8816,"Pave","Regular","AllPub","Sawyer","OneFam","One_Story","Above_Average",1963,"Gable",1121,1121,0,1121,1,0,3,5,"Unf",2,480,0,2009,"WD ",139000,-93.675401,42.033633
70,11184,"Pave","Regular","AllPub","Sawyer","OneFam","Two_Story","Average",1978,"Hip",918,918,765,1683,2,1,3,7,"RFn",2,440,0,2009,"WD ",172500,-93.672288,42.032367
75,11625,"Pave","Regular","AllPub","Sawyer","OneFam","One_Story","Above_Average",1967,"Hip",1052,1052,0,1052,1,1,3,6,"Fin",1,668,0,2009,"WD ",113500,-93.673382,42.032388
65,7800,"Pave","Regular","AllPub","Sawyer","OneFam","One_Story","Good",1967,"Hip",864,899,0,899,1,0,3,5,"Fin",1,288,0,2009,"WD ",130000,-93.677991,42.029863
0,8014,"Pave","Slightly_Irregular","AllPub","Sawyer","OneFam","SFoyer","Average",1978,"Gable",456,1034,0,1034,1,0,3,5,"Fin",2,504,0,2009,"WD ",149900,-93.672651,42.031342
0,7252,"Pave","Slightly_Irregular","AllPub","Sawyer","OneFam","SFoyer","Average",1982,"Hip",858,858,0,858,1,0,2,5,"Unf",2,576,0,2009,"WD ",134900,-93.671849,42.030628
74,8740,"Pave","Slightly_Irregular","AllPub","Sawyer","OneFam","SFoyer","Above_Average",1982,"Hip",840,860,0,860,1,0,2,4,"Unf",2,528,0,2009,"WD ",137000,-93.671369,42.031138
0,11616,"Pave","Regular","AllPub","Sawyer","OneFam","One_Story","Average",1962,"Gable",1092,1092,0,1092,1,0,3,6,"Unf",1,288,0,2009,"WD ",139000,-93.666432,42.033427
88,15400,"Pave","Regular","AllPub","Sawyer","OneFam","SLvl","Average",1961,"Hip",552,904,611,1774,2,0,4,8,"Unf",1,384,0,2009,"WD ",165000,-93.66636,42.033277
88,15312,"Pave","Regular","AllPub","Sawyer","OneFam","SLvl","Average",1960,"Hip",1138,1138,0,1138,1,0,3,6,"RFn",2,480,0,2009,"COD",148000,-93.666813,42.032302
0,15584,"Pave","Regular","AllPub","Clear_Creek","OneFam","SLvl","Average",1956,"Hip",825,2071,0,2071,1,1,4,9,"Unf",1,336,0,2009,"WD ",165000,-93.662126,42.032652
0,9000,"Pave","Regular","AllPub","Sawyer","OneFam","One_Story","Poor",1947,"Gable",0,660,0,660,1,0,2,5,"No_Garage",0,0,0,2009,"WD ",63900,-93.659279,42.032564
0,11250,"Pave","Regular","AllPub","Clear_Creek","OneFam","One_and_Half_Fin","Average",1957,"Gable",1104,1104,684,1788,1,0,5,8,"Unf",1,304,0,2009,"WD ",161500,-93.660877,42.032503
65,25095,"Pave","Slightly_Irregular","AllPub","Clear_Creek","OneFam","One_Story","Very_Good",1968,"Flat",1437,1473,0,1473,1,0,1,5,"Unf",1,452,0,2009,"WD ",143000,-93.66798,42.026548
0,17140,"Pave","Regular","AllPub","Edwards","OneFam","One_Story","Above_Average",1956,"Gable",1134,1229,0,1229,1,0,3,6,"RFn",1,284,0,2009,"WD ",135000,-93.671177,42.023229
0,12342,"Pave","Slightly_Irregular","AllPub","Edwards","OneFam","One_Story","Average",1940,"Gable",861,861,0,861,1,0,1,4,"Unf",2,539,0,2009,"WD ",82500,-93.6721573,42.0240278
0,10708,"Pave","Slightly_Irregular","AllPub","Clear_Creek","OneFam","One_Story","Average",1955,"Hip",1617,1867,0,1867,1,0,2,7,"Fin",1,303,0,2009,"COD",190000,-93.666242,42.028468
0,13680,"Pave","Slightly_Irregular","AllPub","Edwards","OneFam","One_Story","Average",1955,"Hip",0,1733,0,1733,2,0,4,8,"Unf",2,452,0,2009,"WD ",139600,-93.665996,42.027656
0,15635,"Pave","Slightly_Irregular","AllPub","Edwards","OneFam","One_Story","Average",1954,"Gable",0,1383,0,1383,1,0,2,6,"Unf",2,498,0,2009,"WD ",122000,-93.665994,42.027506
73,9855,"Pave","Regular","AllPub","Edwards","OneFam","One_Story","Average",1956,"Hip",1436,1689,0,1689,1,0,3,7,"Unf",2,480,0,2009,"COD",127500,-93.667776,42.024483
68,9571,"Pave","Regular","AllPub","Edwards","OneFam","One_Story","Average",1956,"Hip",1073,1073,0,1073,1,0,2,5,"Unf",1,340,0,2009,"WD ",121500,-93.668212,42.023982
68,9571,"Pave","Regular","AllPub","Edwards","OneFam","One_Story","Fair",1958,"Gable",1276,1276,0,1276,1,0,3,5,"Unf",1,350,0,2009,"COD",60000,-93.667209,42.023916
50,9350,"Pave","Regular","AllPub","Edwards","OneFam","Two_Story","Good",1946,"Hip",747,892,747,1639,1,1,3,6,"Unf",1,240,0,2009,"WD ",154400,-93.665271,42.026133
50,9340,"Pave","Regular","AllPub","Edwards","OneFam","One_Story","Above_Average",1941,"Hip",672,672,0,672,1,0,2,4,"Unf",1,234,0,2009,"WD ",113000,-93.66527,42.025996
62,7440,"Pave","Regular","AllPub","Edwards","OneFam","One_Story","Above_Average",1954,"Gable",1089,1089,0,1089,1,0,3,5,"RFn",1,252,0,2009,"WD ",125000,-93.660147,42.026307
0,11500,"Pave","Slightly_Irregular","AllPub","Edwards","OneFam","One_Story","Fair",1957,"Gable",0,845,0,845,1,0,3,5,"Unf",1,290,0,2009,"WD ",84000,-93.663366,42.024993
42,4235,"Pave","Regular","AllPub","Edwards","TwnhsE","One_Story","Average",1984,"Gable",1049,1049,0,1049,2,0,2,5,"Fin",1,266,0,2009,"WD ",139500,-93.6641939,42.0246851
60,11409,"Pave","Regular","AllPub","Edwards","OneFam","One_and_Half_Fin","Below_Average",1949,"Gable",768,1148,568,1716,1,1,3,8,"Unf",1,281,0,2009,"WD ",131000,-93.66104,42.0247212
60,9060,"Pave","Regular","AllPub","Edwards","OneFam","One_and_Half_Fin","Average",1939,"Gable",560,698,560,1258,1,0,2,6,"Unf",1,280,0,2009,"WD ",105000,-93.661005,42.023548
60,9084,"Pave","Regular","AllPub","Edwards","OneFam","Two_Story","Average",1940,"Gable",755,755,755,1510,1,0,4,7,"Unf",1,296,0,2009,"WD ",108000,-93.659855,42.022754
74,10778,"Pave","Slightly_Irregular","AllPub","Sawyer_West","OneFam","SLvl","Above_Average",1990,"Gable",1054,1061,0,1061,1,1,1,4,"Unf",2,462,0,2009,"WD ",162000,-93.684708,42.034183
66,19255,"Pave","Slightly_Irregular","AllPub","Sawyer_West","OneFam","SLvl","Average",1983,"Gable",520,1338,0,1338,1,1,2,5,"Unf",2,576,0,2009,"WD ",156500,-93.685733,42.033714
79,12327,"Pave","Slightly_Irregular","AllPub","Sawyer_West","OneFam","One_and_Half_Fin","Very_Good",1983,"Gable",1496,1496,636,2132,1,1,1,5,"Fin",2,612,0,2009,"WD ",316600,-93.685986,42.0318449
90,14684,"Pave","Slightly_Irregular","AllPub","Sawyer_West","OneFam","One_Story","Good",1990,"Hip",2158,2196,0,2196,2,0,3,7,"RFn",3,701,0,2009,"WD ",271900,-93.68341,42.03254
75,9317,"Pave","Regular","AllPub","Sawyer_West","OneFam","Two_Story","Average",1993,"Gable",740,1006,769,1775,2,1,3,7,"Unf",2,425,0,2009,"WD ",213000,-93.681063,42.030625
85,10560,"Pave","Regular","AllPub","Sawyer_West","OneFam","Two_Story","Average",1993,"Gable",1079,1079,800,1879,2,1,3,8,"RFn",2,473,0,2009,"WD ",239900,-93.682025,42.030623
80,9828,"Pave","Slightly_Irregular","AllPub","Sawyer_West","OneFam","Two_Story","Average",1995,"Gable",1128,1142,878,2020,2,1,3,8,"RFn",2,466,0,2009,"WD ",239500,-93.682176,42.030678
120,26400,"Pave","Regular","AllPub","Sawyer_West","OneFam","Two_Story","Good",1880,"Gable",0,1288,728,2016,1,0,4,7,"Unf",2,576,0,2009,"WD ",131000,-93.679789,42.03252
64,7018,"Pave","Regular","AllPub","Sawyer_West","Duplex","One_Story","Average",1979,"Gable",0,1535,0,1535,2,0,4,8,"Unf",2,410,0,2009,"WD ",118964,-93.679784,42.031622
64,7018,"Pave","Regular","AllPub","Sawyer_West","Duplex","SFoyer","Average",1979,"Gable",1086,1224,0,1224,0,2,2,6,"Unf",2,528,0,2009,"WD ",153337,-93.6791403,42.031834
64,7018,"Pave","Regular","AllPub","Sawyer_West","Duplex","Two_Story","Average",1979,"Gable",0,1114,1114,2228,2,0,6,8,"Unf",2,720,0,2009,"WD ",147983,-93.679109,42.031623
64,7018,"Pave","Regular","AllPub","Sawyer_West","Duplex","One_Story","Average",1979,"Gable",0,1535,0,1535,2,0,4,8,"Unf",2,400,0,2009,"WD ",118858,-93.679784,42.031545
64,7018,"Pave","Regular","AllPub","Sawyer_West","Duplex","One_Story","Average",1979,"Gable",0,1535,0,1535,2,0,4,8,"Unf",2,400,0,2009,"WD ",118858,-93.6795273,42.0314669
64,7018,"Pave","Regular","AllPub","Sawyer_West","Duplex","Two_Story","Average",1979,"Gable",0,1120,1120,2240,2,0,6,12,"Unf",2,528,0,2009,"WD ",142953,-93.6790969,42.0314606
64,7040,"Pave","Regular","AllPub","Sawyer_West","Duplex","SFoyer","Average",1979,"Gable",1094,1229,0,1229,0,2,2,6,"Unf",2,672,0,2009,"WD ",148325,-93.6791456,42.0312822
64,7007,"Pave","Regular","AllPub","Sawyer_West","Duplex","One_Story","Average",1979,"Gable",0,1513,0,1513,2,0,4,8,"Unf",2,400,0,2009,"WD ",113722,-93.679781,42.03057
0,11855,"Pave","Regular","AllPub","Sawyer_West","Duplex","Two_Story","Average",2000,"Hip",1168,1168,1619,2787,4,2,6,8,"Fin",4,820,0,2009,"WD ",269500,-93.679856,42.030531
0,7939,"Pave","Regular","AllPub","Sawyer_West","Duplex","Two_Story","Average",2000,"Hip",1168,1168,1619,2787,4,2,6,8,"Fin",4,820,0,2009,"WD ",269500,-93.6791251,42.0310946
0,7976,"Pave","Regular","AllPub","Sawyer_West","Duplex","Two_Story","Average",2000,"Hip",1168,1168,1619,2787,4,2,6,8,"Fin",4,820,0,2009,"WD ",269500,-93.679181,42.0309301
84,10933,"Pave","Regular","AllPub","College_Creek","OneFam","One_Story","Average",2009,"Hip",1555,1680,0,1680,1,1,1,8,"Fin",3,1138,0,2009,"New",323262,-93.687067,42.026626
79,10637,"Pave","Regular","AllPub","College_Creek","OneFam","One_Story","Average",2007,"Hip",1705,1718,0,1718,2,0,3,7,"RFn",3,826,0,2009,"WD ",297000,-93.688859,42.026482
61,10226,"Pave","Slightly_Irregular","AllPub","College_Creek","OneFam","One_Story","Average",2008,"Gable",1622,1630,0,1630,2,0,3,8,"RFn",3,860,0,2009,"WD ",295493,-93.688993,42.026414
65,10816,"Pave","Slightly_Irregular","AllPub","College_Creek","OneFam","One_Story","Average",2008,"Gable",1720,1720,0,1720,2,0,3,8,"RFn",3,846,0,2009,"WD ",332000,-93.689091,42.026372
71,9178,"Pave","Regular","AllPub","College_Creek","OneFam","One_Story","Average",2008,"Gable",1468,1468,0,1468,2,0,3,6,"RFn",3,904,0,2009,"WD ",239900,-93.690266,42.025707
68,10769,"Pave","Slightly_Irregular","AllPub","College_Creek","OneFam","Two_Story","Average",2007,"Gable",866,866,902,1768,2,1,3,7,"RFn",2,578,0,2009,"WD ",212000,-93.690971,42.025293
77,11422,"Pave","Slightly_Irregular","AllPub","College_Creek","OneFam","One_Story","Average",2007,"Hip",1838,1838,0,1838,2,0,3,7,"RFn",2,524,0,2009,"WD ",272500,-93.690364,42.025577
122,11923,"Pave","Slightly_Irregular","AllPub","College_Creek","OneFam","One_Story","Average",2007,"Gable",1800,1800,0,1800,2,0,2,7,"Fin",2,702,0,2009,"WD ",239000,-93.689072,42.024628
68,8814,"Pave","Regular","AllPub","College_Creek","OneFam","One_Story","Average",2006,"Gable",1604,1604,0,1604,2,1,3,8,"RFn",2,660,0,2009,"WD ",220000,-93.689071,42.024596
64,6762,"Pave","Regular","AllPub","College_Creek","OneFam","One_Story","Average",2007,"Gable",1282,1290,0,1290,2,0,2,6,"RFn",2,662,0,2009,"WD ",200000,-93.691433,42.024613
95,10324,"Pave","Slightly_Irregular","AllPub","College_Creek","OneFam","One_Story","Average",2008,"Gable",1254,1254,0,1254,2,0,2,5,"RFn",3,810,0,2009,"WD ",221800,-93.69157,42.024765
64,7314,"Pave","Regular","AllPub","College_Creek","OneFam","One_Story","Average",2007,"Gable",1232,1232,0,1232,2,0,2,6,"RFn",2,632,0,2009,"WD ",194500,-93.690111,42.024327
78,11645,"Pave","Regular","AllPub","College_Creek","OneFam","One_Story","Average",2005,"Gable",1498,1498,0,1498,2,0,3,7,"Fin",3,844,0,2009,"WD ",237000,-93.689066,42.024399
79,11646,"Pave","Slightly_Irregular","AllPub","College_Creek","OneFam","Two_Story","Average",2005,"Gable",704,704,718,1422,2,1,3,7,"Fin",2,440,0,2009,"WD ",173000,-93.689081,42.02322
0,12800,"Pave","Regular","AllPub","Sawyer_West","OneFam","SLvl","Average",1989,"Gable",1518,1644,0,1644,2,0,2,5,"Fin",2,569,0,2009,"WD ",275000,-93.685125,42.029772
0,16698,"Pave","Slightly_Irregular","AllPub","Clear_Creek","OneFam","Two_Story","Average",1992,"Gable",1449,944,815,1759,2,1,3,7,"Unf",2,525,0,2009,"WD ",233500,-93.679297,42.02792
0,28698,"Pave","Moderately_Irregular","AllPub","Clear_Creek","OneFam","Two_Story","Average",1967,"Flat",1013,1160,966,2126,2,1,3,7,"Fin",2,538,0,2009,"WD ",185000,-93.6825646,42.0255464
82,12464,"Pave","Moderately_Irregular","AllPub","College_Creek","OneFam","One_Story","Average",1996,"Gable",1040,1040,0,1040,1,0,3,6,"Unf",2,576,0,2009,"WD ",152000,-93.691883,42.021171
65,9757,"Pave","Regular","AllPub","College_Creek","OneFam","One_Story","Good",1994,"Gable",990,990,0,990,1,0,3,5,"RFn",1,440,0,2009,"WD ",143000,-93.692135,42.021176
65,15426,"Pave","Slightly_Irregular","AllPub","College_Creek","OneFam","Two_Story","Average",1997,"Gable",928,928,836,1764,2,1,3,7,"RFn",2,470,0,2009,"WD ",231500,-93.688372,42.021207
43,10667,"Pave","Moderately_Irregular","AllPub","College_Creek","OneFam","Two_Story","Above_Average",1996,"Gable",799,827,834,1661,2,1,3,6,"RFn",2,550,0,2009,"ConLw",212000,-93.690401,42.020817
65,14753,"Pave","Moderately_Irregular","AllPub","College_Creek","OneFam","One_Story","Average",1998,"Gable",1463,1463,0,1463,2,0,3,5,"Fin",2,539,0,2009,"WD ",207000,-93.691355,42.019784
112,10859,"Pave","Regular","AllPub","College_Creek","OneFam","One_Story","Average",1994,"Gable",1097,1097,0,1097,1,1,3,6,"Unf",2,672,0,2009,"WD ",145000,-93.691585,42.018996
60,8072,"Pave","Regular","AllPub","College_Creek","OneFam","One_Story","Average",1994,"Gable",990,990,0,990,1,0,3,5,"Unf",2,480,0,2009,"WD ",138000,-93.6928668,42.0197228
80,10400,"Pave","Regular","AllPub","College_Creek","OneFam","Two_Story","Average",1998,"Gable",866,866,913,1779,2,1,3,6,"RFn",2,546,0,2009,"WD ",197900,-93.690548,42.018597
78,10335,"Pave","Slightly_Irregular","AllPub","College_Creek","OneFam","One_Story","Average",1999,"Gable",1490,1501,0,1501,2,0,3,6,"RFn",2,577,0,2009,"WD ",204000,-93.690324,42.017569
68,9017,"Pave","Slightly_Irregular","AllPub","College_Creek","OneFam","One_Story","Average",1999,"Gable",1431,1431,0,1431,2,0,3,6,"Fin",2,666,0,2009,"WD ",192000,-93.691667,42.016903
70,8750,"Pave","Regular","AllPub","College_Creek","OneFam","Two_Story","Average",1998,"Gable",928,928,844,1772,2,1,3,7,"RFn",2,492,0,2009,"WD ",200000,-93.688383,42.018667
68,8935,"Pave","Slightly_Irregular","AllPub","College_Creek","OneFam","Two_Story","Average",2002,"Gable",831,831,829,1660,2,1,3,7,"RFn",2,493,0,2009,"WD ",195000,-93.689431,42.016862
67,9808,"Pave","Slightly_Irregular","AllPub","College_Creek","OneFam","One_Story","Average",2002,"Gable",1573,1573,0,1573,2,0,3,6,"RFn",2,544,0,2009,"WD ",227000,-93.691175,42.016399
79,12420,"Pave","Regular","AllPub","College_Creek","OneFam","Two_Story","Average",2001,"Gable",944,944,896,1840,2,1,3,6,"RFn",2,622,0,2009,"WD ",230000,-93.689438,42.01571
67,16285,"Pave","Moderately_Irregular","AllPub","College_Creek","OneFam","One_Story","Average",2001,"Gable",1413,1430,0,1430,2,0,3,6,"RFn",2,605,0,2009,"WD ",187100,-93.689942,42.016551
65,10739,"Pave","Slightly_Irregular","AllPub","College_Creek","OneFam","One_Story","Average",2002,"Gable",1431,1444,0,1444,2,0,3,6,"RFn",2,577,0,2009,"WD ",203000,-93.691672,42.01613
75,11166,"Pave","Regular","AllPub","College_Creek","OneFam","One_Story","Average",2001,"Gable",1492,1492,0,1492,2,0,3,6,"RFn",2,608,0,2009,"WD ",201000,-93.688628,42.015713
60,8430,"Pave","Regular","AllPub","College_Creek","OneFam","One_Story","Average",1978,"Gable",1040,1040,0,1040,2,0,3,5,"No_Garage",0,0,0,2009,"WD ",124000,-93.686916,42.021384
0,16269,"Pave","Slightly_Irregular","AllPub","College_Creek","OneFam","One_Story","Average",1978,"Gable",907,907,0,907,1,0,3,5,"Unf",1,343,0,2009,"WD ",140000,-93.687212,42.020087
76,6950,"Pave","Slightly_Irregular","AllPub","College_Creek","OneFam","One_Story","Good",1979,"Gable",914,914,0,914,1,0,2,5,"Unf",2,444,0,2009,"WD ",134900,-93.687219,42.019184
61,8800,"Pave","Slightly_Irregular","AllPub","College_Creek","OneFam","One_Story","Good",1977,"Gable",1040,1040,0,1040,2,0,3,5,"Unf",2,484,0,2009,"WD ",150500,-93.685068,42.019697
0,7000,"Pave","Slightly_Irregular","AllPub","College_Creek","OneFam","One_Story","Very_Good",1978,"Gable",864,864,0,864,1,0,3,6,"Unf",1,336,0,2009,"WD ",136500,-93.684887,42.019548
0,9286,"Pave","Slightly_Irregular","AllPub","College_Creek","OneFam","One_Story","Good",1977,"Gable",1268,1268,0,1268,1,1,3,5,"Unf",1,252,0,2009,"WD ",143500,-93.684954,42.019691
36,15523,"Pave","Slightly_Irregular","AllPub","College_Creek","OneFam","One_Story","Above_Average",1972,"Gable",864,864,0,864,1,0,3,5,"Unf",1,338,0,2009,"WD ",133500,-93.683157,42.020666
60,7200,"Pave","Regular","AllPub","College_Creek","OneFam","One_Story","Average",1972,"Hip",894,894,0,894,1,0,2,6,"RFn",2,600,0,2009,"WD ",123000,-93.683159,42.020991
60,7200,"Pave","Regular","AllPub","College_Creek","OneFam","SFoyer","Very_Good",1972,"Gable",768,768,0,768,1,0,2,5,"Fin",1,396,0,2009,"WD ",133900,-93.68317,42.021788
70,8445,"Pave","Regular","AllPub","College_Creek","OneFam","SFoyer","Good",1972,"Gable",768,768,0,768,1,0,2,5,"Unf",2,396,0,2009,"WD ",133000,-93.68351,42.020843
90,11664,"Pave","Regular","AllPub","College_Creek","OneFam","One_Story","Average",2002,"Hip",1569,1611,0,1611,2,0,3,6,"RFn",3,1231,0,2009,"WD ",250000,-93.687819,42.017109
0,12334,"Pave","Slightly_Irregular","AllPub","College_Creek","OneFam","Two_Story","Average",2003,"Gable",1068,1068,1116,2184,2,1,4,8,"RFn",2,570,0,2009,"WD ",254750,-93.686218,42.018722
0,11838,"Pave","Regular","AllPub","College_Creek","OneFam","One_Story","Average",2001,"Hip",1753,1788,0,1788,2,0,3,7,"RFn",2,522,0,2009,"WD ",236500,-93.68269,42.018847
0,11885,"Pave","Regular","AllPub","College_Creek","OneFam","Two_Story","Average",2001,"Gable",1299,1299,573,1872,2,1,3,7,"RFn",2,531,0,2009,"WD ",261500,-93.682623,42.01877
0,11050,"Pave","Regular","AllPub","College_Creek","OneFam","Two_Story","Average",2000,"Hip",1440,1476,677,2153,2,1,3,8,"Fin",3,736,0,2009,"WD ",313000,-93.682983,42.018703
70,8749,"Pave","Regular","AllPub","College_Creek","OneFam","Two_Story","Average",2002,"Gable",840,840,885,1725,2,1,3,6,"RFn",2,550,0,2009,"WD ",198500,-93.686744,42.016973
0,11250,"Pave","Regular","AllPub","College_Creek","OneFam","Two_Story","Average",2001,"Gable",944,944,926,1870,2,1,3,6,"RFn",2,608,0,2009,"WD ",211000,-93.685673,42.016978
90,15750,"Pave","Regular","AllPub","College_Creek","OneFam","One_Story","Average",1999,"Gable",1462,1513,0,1513,2,0,2,5,"Fin",2,521,0,2009,"WD ",220000,-93.67915,42.0181479
73,11883,"Pave","Regular","AllPub","College_Creek","OneFam","One_Story","Average",1996,"Hip",1504,1504,0,1504,2,0,3,6,"Fin",2,478,0,2009,"WD ",203000,-93.680706,42.018875
